t,x,x_dot,x_ddot,theta,theta_dot,theta_ddot,F,M_true,m_true,l_true,b_true,c_true,g
1.000000e-03,2.828650e-06,6.983502e-03,8.306860e+00,3.021598e+00,1.307637e-02,1.519476e+01,7.993711e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
6.000000e-03,1.414032e-04,4.841044e-02,8.263804e+00,3.021853e+00,8.885502e-02,1.511564e+01,7.956233e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
1.100000e-02,4.865715e-04,8.962041e-02,8.220071e+00,3.022486e+00,1.642221e-01,1.503013e+01,7.918660e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
1.600000e-02,1.037240e-03,1.306100e-01,8.175651e+00,3.023495e+00,2.391456e-01,1.493822e+01,7.880999e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
2.100000e-02,1.792298e-03,1.713758e-01,8.130529e+00,3.024877e+00,3.135936e-01,1.483990e+01,7.843253e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
2.600000e-02,2.750619e-03,2.119141e-01,8.084679e+00,3.026630e+00,3.875339e-01,1.473513e+01,7.805426e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
3.100000e-02,3.911054e-03,2.522213e-01,8.038072e+00,3.028751e+00,4.609341e-01,1.462387e+01,7.767525e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
3.600000e-02,5.272440e-03,2.922935e-01,7.990672e+00,3.031238e+00,5.337616e-01,1.450605e+01,7.729554e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
4.100000e-02,6.833590e-03,3.321266e-01,7.942440e+00,3.034088e+00,6.059836e-01,1.438162e+01,7.691519e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
4.600000e-02,8.593300e-03,3.717164e-01,7.893330e+00,3.037297e+00,6.775666e-01,1.425048e+01,7.653425e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
5.100000e-02,1.055034e-02,4.110584e-01,7.843293e+00,3.040862e+00,7.484771e-01,1.411256e+01,7.615277e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
5.600000e-02,1.270346e-02,4.501477e-01,7.792275e+00,3.044780e+00,8.186808e-01,1.396777e+01,7.577082e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
6.100000e-02,1.505139e-02,4.889794e-01,7.740220e+00,3.049048e+00,8.881431e-01,1.381600e+01,7.538847e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
6.600000e-02,1.759282e-02,5.275481e-01,7.687070e+00,3.053661e+00,9.568290e-01,1.365715e+01,7.500577e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
7.100000e-02,2.032642e-02,5.658482e-01,7.632766e+00,3.058615e+00,1.024703e+00,1.349112e+01,7.462280e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
7.600000e-02,2.325084e-02,6.038737e-01,7.577246e+00,3.063906e+00,1.091728e+00,1.331780e+01,7.423962e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
8.100000e-02,2.636469e-02,6.416185e-01,7.520448e+00,3.069531e+00,1.157868e+00,1.313709e+01,7.385633e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
8.600000e-02,2.966655e-02,6.790760e-01,7.462311e+00,3.075483e+00,1.223086e+00,1.294889e+01,7.347298e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
9.100000e-02,3.315496e-02,7.162393e-01,7.402777e+00,3.081760e+00,1.287345e+00,1.275311e+01,7.308968e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
9.600000e-02,3.682844e-02,7.531013e-01,7.341786e+00,3.088355e+00,1.350605e+00,1.254965e+01,7.270649e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
1.010000e-01,4.068546e-02,7.896546e-01,7.279283e+00,3.095264e+00,1.412828e+00,1.233844e+01,7.232351e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
1.060000e-01,4.472446e-02,8.258915e-01,7.215217e+00,3.102482e+00,1.473976e+00,1.211941e+01,7.194083e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
1.110000e-01,4.894383e-02,8.618041e-01,7.149539e+00,3.110002e+00,1.534009e+00,1.189250e+01,7.155855e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
1.160000e-01,5.334195e-02,8.973842e-01,7.082208e+00,3.117820e+00,1.592888e+00,1.165767e+01,7.117676e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
1.210000e-01,5.791711e-02,9.326234e-01,7.013185e+00,3.125929e+00,1.650573e+00,1.141490e+01,7.079555e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
1.260000e-01,6.266760e-02,9.675131e-01,6.942443e+00,3.134323e+00,1.707024e+00,1.116418e+01,7.041504e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
1.310000e-01,6.759164e-02,1.002045e+00,6.869956e+00,3.142997e+00,1.762201e+00,1.090553e+01,7.003531e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
1.360000e-01,7.268743e-02,1.036210e+00,6.795710e+00,3.151943e+00,1.816066e+00,1.063898e+01,6.965649e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
1.410000e-01,7.795311e-02,1.069999e+00,6.719700e+00,3.161155e+00,1.868578e+00,1.036460e+01,6.927867e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
1.460000e-01,8.338678e-02,1.103404e+00,6.641928e+00,3.170627e+00,1.919699e+00,1.008247e+01,6.890195e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
1.510000e-01,8.898650e-02,1.136415e+00,6.562406e+00,3.180350e+00,1.969390e+00,9.792712e+00,6.852645e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
1.560000e-01,9.475027e-02,1.169025e+00,6.481158e+00,3.190318e+00,2.017614e+00,9.495457e+00,6.815227e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
1.610000e-01,1.006761e-01,1.201224e+00,6.398217e+00,3.200524e+00,2.064332e+00,9.190880e+00,6.777952e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
1.660000e-01,1.067618e-01,1.233004e+00,6.313628e+00,3.210959e+00,2.109511e+00,8.879180e+00,6.740829e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
1.710000e-01,1.130054e-01,1.264358e+00,6.227446e+00,3.221616e+00,2.153113e+00,8.560589e+00,6.703870e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
1.760000e-01,1.194047e-01,1.295276e+00,6.139739e+00,3.232487e+00,2.195105e+00,8.235366e+00,6.667085e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
1.810000e-01,1.259574e-01,1.325753e+00,6.050584e+00,3.243564e+00,2.235456e+00,7.903802e+00,6.630482e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
1.860000e-01,1.326614e-01,1.355780e+00,5.960071e+00,3.254839e+00,2.274133e+00,7.566215e+00,6.594072e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
1.910000e-01,1.395145e-01,1.385351e+00,5.868300e+00,3.266303e+00,2.311109e+00,7.222955e+00,6.557864e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
1.960000e-01,1.465142e-01,1.414461e+00,5.775380e+00,3.277947e+00,2.346354e+00,6.874398e+00,6.521865e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
2.010000e-01,1.536583e-01,1.443103e+00,5.681433e+00,3.289764e+00,2.379844e+00,6.520947e+00,6.486085e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
2.060000e-01,1.609444e-01,1.471274e+00,5.586587e+00,3.301743e+00,2.411556e+00,6.163028e+00,6.450531e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
2.110000e-01,1.683702e-01,1.498968e+00,5.490981e+00,3.313876e+00,2.441468e+00,5.801093e+00,6.415210e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
2.160000e-01,1.759333e-01,1.526183e+00,5.394762e+00,3.326154e+00,2.469561e+00,5.435611e+00,6.380129e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
2.210000e-01,1.836313e-01,1.552915e+00,5.298081e+00,3.338569e+00,2.495819e+00,5.067070e+00,6.345293e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
2.260000e-01,1.914617e-01,1.579163e+00,5.201098e+00,3.351110e+00,2.520228e+00,4.695976e+00,6.310707e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
2.310000e-01,1.994221e-01,1.604926e+00,5.103976e+00,3.363768e+00,2.542775e+00,4.322842e+00,6.276376e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
2.360000e-01,2.075101e-01,1.630203e+00,5.006883e+00,3.376534e+00,2.563453e+00,3.948195e+00,6.242303e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
2.410000e-01,2.157233e-01,1.654995e+00,4.909987e+00,3.389399e+00,2.582256e+00,3.572565e+00,6.208492e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
2.460000e-01,2.240592e-01,1.679303e+00,4.813461e+00,3.402354e+00,2.599178e+00,3.196487e+00,6.174944e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
2.510000e-01,2.325155e-01,1.703130e+00,4.717474e+00,3.415388e+00,2.614221e+00,2.820494e+00,6.141661e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
2.560000e-01,2.410898e-01,1.726479e+00,4.622196e+00,3.428493e+00,2.627384e+00,2.445117e+00,6.108643e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
2.610000e-01,2.497795e-01,1.749354e+00,4.527795e+00,3.441659e+00,2.638674e+00,2.070877e+00,6.075890e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
2.660000e-01,2.585825e-01,1.771759e+00,4.434435e+00,3.454876e+00,2.648096e+00,1.698288e+00,6.043402e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
2.710000e-01,2.674963e-01,1.793700e+00,4.342273e+00,3.468137e+00,2.655660e+00,1.327851e+00,6.011175e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
2.760000e-01,2.765187e-01,1.815184e+00,4.251465e+00,3.481430e+00,2.661379e+00,9.600502e-01,5.979208e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
2.810000e-01,2.856474e-01,1.836217e+00,4.162155e+00,3.494747e+00,2.665266e+00,5.953521e-01,5.947498e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
2.860000e-01,2.948802e-01,1.856808e+00,4.074483e+00,3.508080e+00,2.667338e+00,2.342028e-01,5.916040e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
2.910000e-01,3.042148e-01,1.876965e+00,3.988580e+00,3.521418e+00,2.667614e+00,-1.229739e-01,5.884831e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
2.960000e-01,3.136491e-01,1.896697e+00,3.904565e+00,3.534753e+00,2.666116e+00,-4.757788e-01,5.853864e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
3.010000e-01,3.231811e-01,1.916014e+00,3.822551e+00,3.548076e+00,2.662865e+00,-8.238382e-01,5.823134e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
3.060000e-01,3.328086e-01,1.934926e+00,3.742639e+00,3.561378e+00,2.657886e+00,-1.166805e+00,5.792635e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
3.110000e-01,3.425297e-01,1.953444e+00,3.664919e+00,3.574652e+00,2.651206e+00,-1.504361e+00,5.762359e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
3.160000e-01,3.523424e-01,1.971579e+00,3.589470e+00,3.587888e+00,2.642852e+00,-1.836216e+00,5.732300e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
3.210000e-01,3.622448e-01,1.989343e+00,3.516361e+00,3.601078e+00,2.632853e+00,-2.162108e+00,5.702449e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
3.260000e-01,3.722352e-01,2.006747e+00,3.445649e+00,3.614214e+00,2.621241e+00,-2.481804e+00,5.672799e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
3.310000e-01,3.823117e-01,2.023803e+00,3.377380e+00,3.627287e+00,2.608046e+00,-2.795100e+00,5.643341e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
3.360000e-01,3.924727e-01,2.040525e+00,3.311588e+00,3.640291e+00,2.593301e+00,-3.101820e+00,5.614066e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
3.410000e-01,4.027164e-01,2.056923e+00,3.248297e+00,3.653218e+00,2.577039e+00,-3.401816e+00,5.584966e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
3.460000e-01,4.130414e-01,2.073012e+00,3.187521e+00,3.666059e+00,2.559294e+00,-3.694966e+00,5.556031e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
3.510000e-01,4.234461e-01,2.088803e+00,3.129262e+00,3.678808e+00,2.540101e+00,-3.981175e+00,5.527253e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
3.560000e-01,4.339290e-01,2.104309e+00,3.073514e+00,3.691458e+00,2.519494e+00,-4.260371e+00,5.498622e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
3.610000e-01,4.444887e-01,2.119542e+00,3.020261e+00,3.704001e+00,2.497509e+00,-4.532506e+00,5.470128e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
3.660000e-01,4.551239e-01,2.134515e+00,2.969478e+00,3.716431e+00,2.474181e+00,-4.797554e+00,5.441763e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
3.710000e-01,4.658334e-01,2.149241e+00,2.921130e+00,3.728741e+00,2.449545e+00,-5.055511e+00,5.413516e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
3.760000e-01,4.766160e-01,2.163731e+00,2.875178e+00,3.740924e+00,2.423638e+00,-5.306389e+00,5.385380e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
3.810000e-01,4.874704e-01,2.177996e+00,2.831571e+00,3.752975e+00,2.396493e+00,-5.550220e+00,5.357345e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
3.860000e-01,4.983956e-01,2.192050e+00,2.790255e+00,3.764887e+00,2.368147e+00,-5.787052e+00,5.329401e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
3.910000e-01,5.093905e-01,2.205903e+00,2.751169e+00,3.776655e+00,2.338634e+00,-6.016945e+00,5.301541e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
3.960000e-01,5.204543e-01,2.219565e+00,2.714246e+00,3.788272e+00,2.307989e+00,-6.239975e+00,5.273755e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
4.010000e-01,5.315859e-01,2.233049e+00,2.679414e+00,3.799733e+00,2.276246e+00,-6.456229e+00,5.246036e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
4.060000e-01,5.427845e-01,2.246363e+00,2.646597e+00,3.811032e+00,2.243438e+00,-6.665802e+00,5.218375e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
4.110000e-01,5.540493e-01,2.259518e+00,2.615715e+00,3.822165e+00,2.209599e+00,-6.868799e+00,5.190765e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
4.160000e-01,5.653794e-01,2.272523e+00,2.586686e+00,3.833127e+00,2.174761e+00,-7.065335e+00,5.163198e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
4.210000e-01,5.767742e-01,2.285388e+00,2.559424e+00,3.843911e+00,2.138956e+00,-7.255526e+00,5.135667e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
4.260000e-01,5.882331e-01,2.298120e+00,2.533840e+00,3.854515e+00,2.102216e+00,-7.439498e+00,5.108166e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
4.310000e-01,5.997552e-01,2.310729e+00,2.509845e+00,3.864932e+00,2.064571e+00,-7.617379e+00,5.080687e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
4.360000e-01,6.113402e-01,2.323221e+00,2.487348e+00,3.875159e+00,2.026052e+00,-7.789299e+00,5.053225e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
4.410000e-01,6.229873e-01,2.335605e+00,2.466258e+00,3.885191e+00,1.986688e+00,-7.955392e+00,5.025774e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
4.460000e-01,6.346960e-01,2.347886e+00,2.446481e+00,3.895024e+00,1.946507e+00,-8.115791e+00,4.998328e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
4.510000e-01,6.464660e-01,2.360071e+00,2.427925e+00,3.904655e+00,1.905539e+00,-8.270633e+00,4.970883e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
4.560000e-01,6.582966e-01,2.372167e+00,2.410499e+00,3.914078e+00,1.863810e+00,-8.420050e+00,4.943434e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
4.610000e-01,6.701875e-01,2.384178e+00,2.394110e+00,3.923292e+00,1.821347e+00,-8.564178e+00,4.915977e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
4.660000e-01,6.821383e-01,2.396110e+00,2.378666e+00,3.932291e+00,1.778177e+00,-8.703149e+00,4.888508e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
4.710000e-01,6.941485e-01,2.407966e+00,2.364079e+00,3.941072e+00,1.734324e+00,-8.837092e+00,4.861023e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
4.760000e-01,7.062178e-01,2.419752e+00,2.350260e+00,3.949633e+00,1.689814e+00,-8.966137e+00,4.833519e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
4.810000e-01,7.183459e-01,2.431470e+00,2.337120e+00,3.957969e+00,1.644671e+00,-9.090410e+00,4.805993e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
4.860000e-01,7.305324e-01,2.443124e+00,2.324575e+00,3.966079e+00,1.598918e+00,-9.210033e+00,4.778443e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
4.910000e-01,7.427770e-01,2.454717e+00,2.312541e+00,3.973958e+00,1.552578e+00,-9.325126e+00,4.750867e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
4.960000e-01,7.550795e-01,2.466250e+00,2.300937e+00,3.981603e+00,1.505674e+00,-9.435805e+00,4.723264e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
5.010000e-01,7.674394e-01,2.477726e+00,2.289681e+00,3.989013e+00,1.458227e+00,-9.542184e+00,4.695631e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
5.060000e-01,7.798566e-01,2.489147e+00,2.278699e+00,3.996185e+00,1.410259e+00,-9.644371e+00,4.667968e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
5.110000e-01,7.923308e-01,2.500514e+00,2.267913e+00,4.003115e+00,1.361790e+00,-9.742473e+00,4.640274e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
5.160000e-01,8.048617e-01,2.511827e+00,2.257252e+00,4.009802e+00,1.312841e+00,-9.836592e+00,4.612550e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
5.210000e-01,8.174490e-01,2.523086e+00,2.246646e+00,4.016243e+00,1.263431e+00,-9.926826e+00,4.584794e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
5.260000e-01,8.300925e-01,2.534293e+00,2.236026e+00,4.022436e+00,1.213579e+00,-1.001327e+01,4.557007e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
5.310000e-01,8.427918e-01,2.545447e+00,2.225329e+00,4.028378e+00,1.163304e+00,-1.009601e+01,4.529190e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
5.360000e-01,8.555468e-01,2.556546e+00,2.214491e+00,4.034068e+00,1.112625e+00,-1.017514e+01,4.501343e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
5.410000e-01,8.683572e-01,2.567591e+00,2.203453e+00,4.039504e+00,1.061559e+00,-1.025075e+01,4.473468e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
5.460000e-01,8.812226e-01,2.578580e+00,2.192159e+00,4.044683e+00,1.010123e+00,-1.032290e+01,4.445566e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
5.510000e-01,8.941429e-01,2.589512e+00,2.180553e+00,4.049604e+00,9.583354e-01,-1.039168e+01,4.417639e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
5.560000e-01,9.071177e-01,2.600385e+00,2.168584e+00,4.054266e+00,9.062120e-01,-1.045716e+01,4.389689e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
5.610000e-01,9.201467e-01,2.611197e+00,2.156204e+00,4.058666e+00,8.537692e-01,-1.051942e+01,4.361717e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
5.660000e-01,9.332295e-01,2.621946e+00,2.143366e+00,4.062803e+00,8.010231e-01,-1.057851e+01,4.333727e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
5.710000e-01,9.463660e-01,2.632630e+00,2.130028e+00,4.066676e+00,7.479893e-01,-1.063450e+01,4.305720e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
5.760000e-01,9.595557e-01,2.643246e+00,2.116147e+00,4.070282e+00,6.946831e-01,-1.068746e+01,4.277701e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
5.810000e-01,9.727983e-01,2.653791e+00,2.101687e+00,4.073622e+00,6.411197e-01,-1.073743e+01,4.249671e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
5.860000e-01,9.860935e-01,2.664262e+00,2.086612e+00,4.076693e+00,5.873137e-01,-1.078448e+01,4.221634e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
5.910000e-01,9.994408e-01,2.674656e+00,2.070889e+00,4.079495e+00,5.332797e-01,-1.082866e+01,4.193593e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
5.960000e-01,1.012840e+00,2.684969e+00,2.054489e+00,4.082026e+00,4.790318e-01,-1.087001e+01,4.165552e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
6.010000e-01,1.026290e+00,2.695199e+00,2.037384e+00,4.084285e+00,4.245841e-01,-1.090859e+01,4.137514e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
6.060000e-01,1.039792e+00,2.705342e+00,2.019550e+00,4.086271e+00,3.699504e-01,-1.094444e+01,4.109484e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
6.110000e-01,1.053344e+00,2.715394e+00,2.000963e+00,4.087984e+00,3.151442e-01,-1.097760e+01,4.081465e+00,1.000000e+00,3.000000e-01,6.200000e-01,1.000000e-02,1.000000e-01,9.810000e+00
